filename x_centre y_centre width height confidence
sample_0.JPEG 0 0 0 0 0
sample_1.JPEG 0 0 0 0 0
sample_2.JPEG 0 0 0 0 0
sample_3.JPEG 0 0 0 0 0
sample_4.JPEG 0 0 0 0 0
sample_5.JPEG 0.3796875 0.8538461538461538 0.265625 0.1824175824175824 1
sample_6.JPEG 0 0 0 0 0
sample_7.JPEG 0 0 0 0 0
sample_8.JPEG 0 0 0 0 0
sample_9.JPEG 0 0 0 0 0
sample_10.JPEG 0 0 0 0 0
sample_11.JPEG 0.5578125 0.510989010989011 0.265625 0.1824175824175824 1
sample_12.JPEG 0 0 0 0 0
sample_13.JPEG 0 0 0 0 0
sample_14.JPEG 0.3796875 0.13956043956043956 0.265625 0.1824175824175824 1
sample_15.JPEG 0 0 0 0 0
sample_16.JPEG 0.3578125 0.5153846153846153 0.265625 0.1824175824175824 1
sample_17.JPEG 0.2890625 0.310989010989011 0.265625 0.1824175824175824 1
sample_18.JPEG 0.4453125 0.6516483516483517 0.265625 0.1824175824175824 1
sample_19.JPEG 0 0 0 0 0
sample_20.JPEG 0 0 0 0 0
sample_21.JPEG 0 0 0 0 0
sample_22.JPEG 0.4109375 0.856043956043956 0.265625 0.1824175824175824 1
sample_23.JPEG 0 0 0 0 0
sample_24.JPEG 0 0 0 0 0
sample_25.JPEG 0.7421875 0.44505494505494503 0.265625 0.1824175824175824 1
sample_26.JPEG 0.3296875 0.46703296703296704 0.265625 0.1824175824175824 1
sample_27.JPEG 0.2671875 0.7615384615384615 0.265625 0.1824175824175824 1
sample_28.JPEG 0 0 0 0 0
sample_29.JPEG 0 0 0 0 0
sample_30.JPEG 0 0 0 0 0
sample_31.JPEG 0 0 0 0 0
sample_32.JPEG 0.8578125 0.9197802197802197 0.265625 0.1824175824175824 1
sample_33.JPEG 0 0 0 0 0
sample_34.JPEG 0 0 0 0 0
sample_35.JPEG 0.7484375 0.7373626373626374 0.265625 0.1824175824175824 1
sample_36.JPEG 0.1453125 0.4186813186813187 0.265625 0.1824175824175824 1
sample_37.JPEG 0 0 0 0 0
sample_38.JPEG 0.5984375 0.4758241758241758 0.265625 0.1824175824175824 1
sample_39.JPEG 0 0 0 0 0
sample_40.JPEG 0 0 0 0 0
sample_41.JPEG 0.7046875 0.8670329670329671 0.265625 0.1824175824175824 1
sample_42.JPEG 0 0 0 0 0
sample_43.JPEG 0.5203125 0.5395604395604395 0.265625 0.1824175824175824 1
sample_44.JPEG 0.5765625 0.9813186813186813 0.265625 0.1824175824175824 1
sample_45.JPEG 0 0 0 0 0
sample_46.JPEG 0 0 0 0 0
sample_47.JPEG 0 0 0 0 0
sample_48.JPEG 0.4421875 0.889010989010989 0.265625 0.1824175824175824 1
sample_49.JPEG 0.7640625 0.878021978021978 0.265625 0.1824175824175824 1
sample_50.JPEG 0.1953125 0.8494505494505494 0.265625 0.1824175824175824 1
sample_51.JPEG 0 0 0 0 0
sample_52.JPEG 0.6890625 0.07582417582417582 0.265625 0.1824175824175824 1
sample_53.JPEG 0 0 0 0 0
sample_54.JPEG 0 0 0 0 0
sample_55.JPEG 0 0 0 0 0
sample_56.JPEG 0 0 0 0 0
sample_57.JPEG 0.2453125 0.001098901098901099 0.265625 0.1824175824175824 1
sample_58.JPEG 0.2109375 0.5307692307692308 0.265625 0.1824175824175824 1
sample_59.JPEG 0 0 0 0 0
sample_60.JPEG 0 0 0 0 0
sample_61.JPEG 0.2109375 0.1835164835164835 0.265625 0.1824175824175824 1
sample_62.JPEG 0 0 0 0 0
sample_63.JPEG 0 0 0 0 0
sample_64.JPEG 0.2078125 0.845054945054945 0.265625 0.1824175824175824 1
sample_65.JPEG 0.3765625 0.6692307692307692 0.265625 0.1824175824175824 1
sample_66.JPEG 0 0 0 0 0
sample_67.JPEG 0 0 0 0 0
sample_68.JPEG 0 0 0 0 0
sample_69.JPEG 0 0 0 0 0
sample_70.JPEG 0.5546875 0.8274725274725274 0.265625 0.1824175824175824 1
sample_71.JPEG 0 0 0 0 0
sample_72.JPEG 0 0 0 0 0
sample_73.JPEG 0 0 0 0 0
sample_74.JPEG 0 0 0 0 0
sample_75.JPEG 0 0 0 0 0
sample_76.JPEG 0 0 0 0 0
sample_77.JPEG 0 0 0 0 0
sample_78.JPEG 0 0 0 0 0
sample_79.JPEG 0.7109375 0.027472527472527472 0.265625 0.1824175824175824 1
sample_80.JPEG 0.1421875 0.5505494505494506 0.265625 0.1824175824175824 1
sample_81.JPEG 0.7609375 0.7637362637362637 0.265625 0.1824175824175824 1
sample_82.JPEG 0.5640625 0.9065934065934066 0.265625 0.1824175824175824 1
sample_83.JPEG 0.3328125 0.3967032967032967 0.265625 0.1824175824175824 1
sample_84.JPEG 0.6671875 0.7835164835164835 0.265625 0.1824175824175824 1
sample_85.JPEG 0 0 0 0 0
sample_86.JPEG 0.4421875 0.7923076923076923 0.265625 0.1824175824175824 1
sample_87.JPEG 0 0 0 0 0
sample_88.JPEG 0.1546875 0.5967032967032967 0.265625 0.1824175824175824 1
sample_89.JPEG 0 0 0 0 0
sample_90.JPEG 0.6578125 0.23626373626373626 0.265625 0.1824175824175824 1
sample_91.JPEG 0 0 0 0 0
sample_92.JPEG 0 0 0 0 0
sample_93.JPEG 0 0 0 0 0
sample_94.JPEG 0 0 0 0 0
sample_95.JPEG 0.7109375 0.5725274725274725 0.265625 0.1824175824175824 1
sample_96.JPEG 0.3859375 0.6406593406593407 0.265625 0.1824175824175824 1
sample_97.JPEG 0 0 0 0 0
sample_98.JPEG 0.8453125 0.24065934065934066 0.265625 0.1824175824175824 1
sample_99.JPEG 0.8578125 0.4714285714285714 0.265625 0.1824175824175824 1
sample_100.JPEG 0.7265625 0.02967032967032967 0.265625 0.1824175824175824 1
sample_101.JPEG 0 0 0 0 0
sample_102.JPEG 0.3140625 0.5395604395604395 0.265625 0.1824175824175824 1
sample_103.JPEG 0 0 0 0 0
sample_104.JPEG 0 0 0 0 0
sample_105.JPEG 0.4921875 0.689010989010989 0.265625 0.1824175824175824 1
sample_106.JPEG 0.3671875 0.7461538461538462 0.265625 0.1824175824175824 1
sample_107.JPEG 0 0 0 0 0
sample_108.JPEG 0.7546875 0.4186813186813187 0.265625 0.1824175824175824 1
sample_109.JPEG 0.1703125 0.44505494505494503 0.265625 0.1824175824175824 1
sample_110.JPEG 0 0 0 0 0
sample_111.JPEG 0 0 0 0 0
sample_112.JPEG 0 0 0 0 0
sample_113.JPEG 0 0 0 0 0
sample_114.JPEG 0 0 0 0 0
sample_115.JPEG 0.3734375 0.6758241758241759 0.265625 0.1824175824175824 1
sample_116.JPEG 0 0 0 0 0
sample_117.JPEG 0.5640625 0.8296703296703297 0.265625 0.1824175824175824 1
sample_118.JPEG 0 0 0 0 0
sample_119.JPEG 0 0 0 0 0
sample_120.JPEG 0 0 0 0 0
sample_121.JPEG 0.6171875 0.4208791208791209 0.265625 0.1824175824175824 1
sample_122.JPEG 0 0 0 0 0
sample_123.JPEG 0.1734375 0.8384615384615385 0.265625 0.1824175824175824 1
sample_124.JPEG 0 0 0 0 0
sample_125.JPEG 0 0 0 0 0
sample_126.JPEG 0.3515625 0.07362637362637363 0.265625 0.1824175824175824 1
sample_127.JPEG 0 0 0 0 0
sample_128.JPEG 0.7203125 0.6494505494505495 0.265625 0.1824175824175824 1
sample_129.JPEG 0 0 0 0 0
sample_130.JPEG 0.3390625 0.15494505494505495 0.265625 0.1824175824175824 1
sample_131.JPEG 0 0 0 0 0
sample_132.JPEG 0.6296875 0.6362637362637362 0.265625 0.1824175824175824 1
sample_133.JPEG 0 0 0 0 0
sample_134.JPEG 0 0 0 0 0
sample_135.JPEG 0.2421875 0.8164835164835165 0.265625 0.1824175824175824 1
sample_136.JPEG 0.2609375 0.6318681318681318 0.265625 0.1824175824175824 1
sample_137.JPEG 0.3765625 0.2868131868131868 0.265625 0.1824175824175824 1
sample_138.JPEG 0.1859375 0.27582417582417584 0.265625 0.1824175824175824 1
sample_139.JPEG 0 0 0 0 0
sample_140.JPEG 0.4921875 0.6186813186813187 0.265625 0.1824175824175824 1
sample_141.JPEG 0.4609375 0.8384615384615385 0.265625 0.1824175824175824 1
sample_142.JPEG 0.1484375 0.6846153846153846 0.265625 0.1824175824175824 1
sample_143.JPEG 0 0 0 0 0
sample_144.JPEG 0.8046875 0.9747252747252747 0.265625 0.1824175824175824 1
sample_145.JPEG 0 0 0 0 0
sample_146.JPEG 0.4828125 0.038461538461538464 0.265625 0.1824175824175824 1
sample_147.JPEG 0.6265625 0.9571428571428572 0.265625 0.1824175824175824 1
sample_148.JPEG 0 0 0 0 0
sample_149.JPEG 0 0 0 0 0
sample_150.JPEG 0 0 0 0 0
sample_151.JPEG 0.8265625 0.0032967032967032967 0.265625 0.1824175824175824 1
sample_152.JPEG 0 0 0 0 0
sample_153.JPEG 0.5109375 0.9989010989010989 0.265625 0.1824175824175824 1
sample_154.JPEG 0 0 0 0 0
sample_155.JPEG 0.3234375 0.26483516483516484 0.265625 0.1824175824175824 1
sample_156.JPEG 0 0 0 0 0
sample_157.JPEG 0.4203125 0.04725274725274725 0.265625 0.1824175824175824 1
sample_158.JPEG 0.7078125 0.5615384615384615 0.265625 0.1824175824175824 1
sample_159.JPEG 0 0 0 0 0
sample_160.JPEG 0.4609375 0.7703296703296704 0.265625 0.1824175824175824 1
sample_161.JPEG 0 0 0 0 0
sample_162.JPEG 0 0 0 0 0
sample_163.JPEG 0.2296875 0.9967032967032967 0.265625 0.1824175824175824 1
sample_164.JPEG 0.3859375 0.45604395604395603 0.265625 0.1824175824175824 1
sample_165.JPEG 0.2046875 0.3769230769230769 0.265625 0.1824175824175824 1
sample_166.JPEG 0 0 0 0 0
sample_167.JPEG 0 0 0 0 0
sample_168.JPEG 0 0 0 0 0
sample_169.JPEG 0.5203125 0.6802197802197802 0.265625 0.1824175824175824 1
sample_170.JPEG 0.2765625 0.21208791208791208 0.265625 0.1824175824175824 1
sample_171.JPEG 0.4140625 0.23186813186813188 0.265625 0.1824175824175824 1
sample_172.JPEG 0.8078125 0.14175824175824175 0.265625 0.1824175824175824 1
sample_173.JPEG 0 0 0 0 0
sample_174.JPEG 0 0 0 0 0
sample_175.JPEG 0.7703125 0.5065934065934066 0.265625 0.1824175824175824 1
sample_176.JPEG 0.4015625 0.27362637362637365 0.265625 0.1824175824175824 1
sample_177.JPEG 0.8546875 0.7285714285714285 0.265625 0.1824175824175824 1
sample_178.JPEG 0 0 0 0 0
sample_179.JPEG 0 0 0 0 0
sample_180.JPEG 0 0 0 0 0
sample_181.JPEG 0 0 0 0 0
sample_182.JPEG 0.2046875 0.35714285714285715 0.265625 0.1824175824175824 1
sample_183.JPEG 0.6171875 0.9087912087912088 0.265625 0.1824175824175824 1
sample_184.JPEG 0.5484375 0.5197802197802198 0.265625 0.1824175824175824 1
sample_185.JPEG 0 0 0 0 0
sample_186.JPEG 0.5359375 0.845054945054945 0.265625 0.1824175824175824 1
sample_187.JPEG 0 0 0 0 0
sample_188.JPEG 0.6078125 0.5835164835164836 0.265625 0.1824175824175824 1
sample_189.JPEG 0.2765625 0.5857142857142857 0.265625 0.1824175824175824 1
sample_190.JPEG 0.5046875 0.3021978021978022 0.265625 0.1824175824175824 1
sample_191.JPEG 0 0 0 0 0
sample_192.JPEG 0 0 0 0 0
sample_193.JPEG 0.7140625 0.8802197802197802 0.265625 0.1824175824175824 1
sample_194.JPEG 0.2703125 0.15274725274725276 0.265625 0.1824175824175824 1
sample_195.JPEG 0 0 0 0 0
